ob,dataset,shuffle_rep,n_selected_pairs,sufficient_pairs,median_signed_axis_delta_A_z,median_abs_signed_axis_delta_A_z,median_abs_delta_A_z
1,Ob1.txt,29,3349,True,-0.05416179660235851,0.05416179660235851,0.9188545698420816
1,Ob1.txt,30,3315,True,0.09071075348227065,0.09071075348227065,0.9664989227133615
1,Ob1.txt,31,3241,True,0.12282588126033622,0.12282588126033622,0.953283740012718
1,Ob1.txt,32,3269,True,-0.1182789551996892,0.1182789551996892,0.9415500596429975
1,Ob1.txt,33,3299,True,-0.08087352133129855,0.08087352133129855,0.9390321843417739
1,Ob1.txt,34,3287,True,-0.085830212207465,0.085830212207465,0.9547171862050362
1,Ob1.txt,35,3293,True,-0.10938249849915599,0.10938249849915599,0.9509345397255735
1,Ob1.txt,36,3261,True,0.062368877998324135,0.062368877998324135,0.9333031764231625
1,Ob1.txt,37,3293,True,0.009920287709848874,0.009920287709848874,0.9580603392353773
1,Ob1.txt,38,3272,True,-0.10377735398557628,0.10377735398557628,0.9523028139626252
1,Ob1.txt,39,3322,True,-0.11962035767946413,0.11962035767946413,0.9420871711331062
1,Ob1.txt,40,3314,True,0.06591942947509064,0.06591942947509064,0.9287457966334369
1,Ob1.txt,41,3293,True,0.02207451523029208,0.02207451523029208,0.9479329323028048
1,Ob1.txt,42,3265,True,-0.051824515619028594,0.051824515619028594,0.9390321843417739
1,Ob1.txt,43,3308,True,-0.14705822199235025,0.14705822199235025,0.9432388083105394
1,Ob1.txt,44,3286,True,0.011766933093284568,0.011766933093284568,0.936884374222027
1,Ob1.txt,45,3295,True,-0.01872750490421171,0.01872750490421171,0.9253510794763844
1,Ob1.txt,46,3256,True,-0.034947483791761845,0.034947483791761845,0.9331321503518695
1,Ob1.txt,47,3247,True,-0.0870521076913653,0.0870521076913653,0.9545832551218695
1,Ob1.txt,48,3285,True,-0.003544226292306607,0.003544226292306607,0.9491090196876711
1,Ob1.txt,49,3327,True,0.046406392625598314,0.046406392625598314,0.9369144087386306
1,Ob1.txt,50,3312,True,-0.060267970134658476,0.060267970134658476,0.9624656362905698
1,Ob1.txt,51,3307,True,0.047850781266782993,0.047850781266782993,0.9295028347277902
1,Ob1.txt,52,3305,True,0.033305071163238,0.033305071163238,0.9402017071569619
1,Ob1.txt,53,3319,True,0.05021470860498792,0.05021470860498792,0.9797563475694359
1,Ob1.txt,54,3263,True,-0.1045954640256607,0.1045954640256607,0.9267493507992299
1,Ob1.txt,55,3342,True,-0.08421406326982109,0.08421406326982109,0.9272583668501184
1,Ob1.txt,56,3265,True,-0.10473342615129572,0.10473342615129572,0.9608833493949399
1,Ob1.txt,57,3330,True,0.02282199372924884,0.02282199372924884,0.946209216570095
1,Ob1.txt,58,3310,True,-0.09341953353123691,0.09341953353123691,0.9176363979930712
1,Ob1.txt,59,3316,True,-0.041550794337686436,0.041550794337686436,0.9702144729404181
1,Ob1.txt,60,3281,True,-0.12231368320539882,0.12231368320539882,0.9360805223606119
1,Ob1.txt,61,3292,True,-0.03736801351115935,0.03736801351115935,0.9601000784791887
1,Ob1.txt,62,3290,True,-0.09559182145768702,0.09559182145768702,0.9253815670956316
1,Ob1.txt,63,3294,True,-0.0831314891896463,0.0831314891896463,0.9348747687764782
1,Ob1.txt,64,3225,True,-0.04673026957405335,0.04673026957405335,0.9388890397949021
1,Ob1.txt,65,3332,True,-0.06142366910812366,0.06142366910812366,0.9527936380216566
1,Ob1.txt,66,3300,True,-0.030419321538705926,0.030419321538705926,0.9084092934245867
1,Ob1.txt,67,3314,True,-0.04890472486509448,0.04890472486509448,0.9624656362905698
1,Ob1.txt,68,3258,True,0.03490488921077119,0.03490488921077119,0.9410846328375961
1,Ob1.txt,69,3278,True,-0.020508622530444665,0.020508622530444665,0.9479336899220383
1,Ob1.txt,70,3319,True,0.053689957310851355,0.053689957310851355,0.9392680444623871
1,Ob1.txt,71,3315,True,-0.025464472871977284,0.025464472871977284,0.9402017071569619
1,Ob1.txt,72,3286,True,-0.02907528089995251,0.02907528089995251,0.9617429958670247
1,Ob1.txt,73,3273,True,-0.08123954903605335,0.08123954903605335,0.9206339772437107
1,Ob1.txt,74,3302,True,-0.006601029340163031,0.006601029340163031,0.9392509112090668
1,Ob1.txt,75,3265,True,0.08611268641971681,0.08611268641971681,0.9425445607165678
1,Ob1.txt,76,3339,True,-0.03459449312042959,0.03459449312042959,0.9428886550014302
1,Ob1.txt,77,3333,True,0.0838857763041508,0.0838857763041508,0.9544893362248856
1,Ob1.txt,78,3311,True,-0.13044867957951548,0.13044867957951548,0.9664256984005986
1,Ob1.txt,79,3243,True,-0.03628297626788146,0.03628297626788146,0.9315441945263304
1,Ob1.txt,80,3285,True,0.01366252182476052,0.01366252182476052,0.9392680444623871
1,Ob1.txt,81,3275,True,0.1001692507774839,0.1001692507774839,0.9198362803576434
1,Ob1.txt,82,3285,True,-0.03883386440816916,0.03883386440816916,0.9504336782593161
1,Ob1.txt,83,3280,True,-0.0021256979618105992,0.0021256979618105992,0.9677617630314572
1,Ob1.txt,84,3304,True,-0.010839793708103895,0.010839793708103895,0.9354414656086101
1,Ob1.txt,85,3305,True,-0.016332928687470716,0.016332928687470716,0.9193592160919055
1,Ob1.txt,86,3316,True,-0.17297879683384149,0.17297879683384149,0.9407622193825133
1,Ob1.txt,87,3230,True,0.08426577835585455,0.08426577835585455,0.9420473101797826
1,Ob1.txt,88,3299,True,0.133872755369411,0.133872755369411,0.956720612473069
1,Ob1.txt,89,3338,True,-0.01593594302813761,0.01593594302813761,0.9321394081710301
1,Ob1.txt,90,3295,True,0.11097936071561576,0.11097936071561576,0.9704518680113092
1,Ob1.txt,91,3277,True,0.10613520561053669,0.10613520561053669,0.9234575961355219
1,Ob1.txt,92,3277,True,0.116052236529901,0.116052236529901,0.9509345397255735
1,Ob1.txt,93,3263,True,0.09001992593420693,0.09001992593420693,0.9479329323028048
1,Ob1.txt,94,3271,True,-0.003544226292306607,0.003544226292306607,0.9301362384105295
1,Ob1.txt,95,3238,True,0.05099028149473028,0.05099028149473028,0.9162750841062011
1,Ob1.txt,96,3300,True,-0.004590959747568929,0.004590959747568929,0.9239929551546731
1,Ob1.txt,97,3254,True,-0.07040666253328438,0.07040666253328438,0.9276217043983881
1,Ob1.txt,98,3304,True,0.060299116451670354,0.060299116451670354,0.9320528290434087
1,Ob1.txt,99,3262,True,-0.01677277284128617,0.01677277284128617,0.930660735146369
2,Ob2.txt,0,4762,True,0.12483380695508745,0.12483380695508745,0.9696967478197297
2,Ob2.txt,1,4815,True,-0.018233472631728476,0.018233472631728476,0.9259160679218972
2,Ob2.txt,2,4809,True,-0.02379442795836506,0.02379442795836506,0.935978686114123
2,Ob2.txt,3,4771,True,-0.0466674240278914,0.0466674240278914,0.9387098749656135
2,Ob2.txt,4,4805,True,-0.11768403044784521,0.11768403044784521,0.9297388378325431
2,Ob2.txt,5,4810,True,0.06709079197327025,0.06709079197327025,0.9326201464190557
2,Ob2.txt,6,4791,True,0.0214182640949811,0.0214182640949811,0.9211297519158475
2,Ob2.txt,7,4853,True,-0.06876185570652749,0.06876185570652749,0.9473209316832516
2,Ob2.txt,8,4822,True,-0.02144286264193518,0.02144286264193518,0.9300998581706403
2,Ob2.txt,9,4826,True,0.002039234795287559,0.002039234795287559,0.9394109981724714
2,Ob2.txt,10,4770,True,0.024059635490846304,0.024059635490846304,0.9277887971384023
2,Ob2.txt,11,4743,True,-0.039834797273768374,0.039834797273768374,0.9529597716502105
2,Ob2.txt,12,4797,True,-0.02347909399128678,0.02347909399128678,0.9473209316832516
2,Ob2.txt,13,4802,True,-0.01712173954911115,0.01712173954911115,0.9296125659884168
2,Ob2.txt,14,4795,True,0.028354505292765092,0.028354505292765092,0.9379497273720538
2,Ob2.txt,15,4766,True,0.0005283426369006028,0.0005283426369006028,0.9268116278724461
2,Ob2.txt,16,4833,True,0.002543514065940583,0.002543514065940583,0.9405207148049467
2,Ob2.txt,17,4820,True,0.06783759446528126,0.06783759446528126,0.9352608839679712
2,Ob2.txt,18,4835,True,0.0032204852820644225,0.0032204852820644225,0.9314103861728584
2,Ob2.txt,19,4813,True,0.12082344738185724,0.12082344738185724,0.9379838831795166
2,Ob2.txt,20,4808,True,-0.011587586808550376,0.011587586808550376,0.9292524088016956
2,Ob2.txt,21,4793,True,0.09921088893913099,0.09921088893913099,0.9444791543075894
2,Ob2.txt,22,4747,True,0.0045585525379111536,0.0045585525379111536,0.9504859181508614
2,Ob2.txt,23,4810,True,0.0449360562402233,0.0449360562402233,0.9334015743602142
2,Ob2.txt,24,4773,True,0.03702530812930682,0.03702530812930682,0.9520675600964718
2,Ob2.txt,25,4817,True,0.07831293853673604,0.07831293853673604,0.9406663957196906
2,Ob2.txt,26,4840,True,-0.007086565188113111,0.007086565188113111,0.9294195182494087
2,Ob2.txt,27,4822,True,0.05588398872875357,0.05588398872875357,0.9134698389360411
2,Ob2.txt,28,4831,True,-0.02379442795836506,0.02379442795836506,0.9085853037353411
2,Ob2.txt,29,4755,True,0.09708275924752108,0.09708275924752108,0.9421116742182644
2,Ob2.txt,30,4807,True,0.07355297048099663,0.07355297048099663,0.9420008508445756
2,Ob2.txt,31,4780,True,-0.11785329701864822,0.11785329701864822,0.9557295469092979
2,Ob2.txt,32,4765,True,0.01842470133841989,0.01842470133841989,0.9656806527270645
2,Ob2.txt,33,4765,True,0.08007162578301347,0.08007162578301347,0.9530939456314866
2,Ob2.txt,34,4759,True,0.039885890674845825,0.039885890674845825,0.9481599796831721
2,Ob2.txt,35,4812,True,-0.03348120546402708,0.03348120546402708,0.9361313495152276
2,Ob2.txt,36,4845,True,-0.055659974252528555,0.055659974252528555,0.9448514868722885
2,Ob2.txt,37,4825,True,-0.004538642347840904,0.004538642347840904,0.9282217362467275
2,Ob2.txt,38,4767,True,0.0019559775193735,0.0019559775193735,0.9201326156604883
2,Ob2.txt,39,4774,True,-0.09548811449656991,0.09548811449656991,0.9363611426692764
2,Ob2.txt,40,4829,True,-0.006686659725651606,0.006686659725651606,0.9286478685422209
2,Ob2.txt,41,4816,True,-0.02342802853533371,0.02342802853533371,0.9367421697791645
2,Ob2.txt,42,4813,True,-0.04777197201167638,0.04777197201167638,0.9433854279449689
2,Ob2.txt,43,4772,True,0.046085726612039135,0.046085726612039135,0.9139375852012955
2,Ob2.txt,44,4825,True,0.028354505292765092,0.028354505292765092,0.9357465672870001
2,Ob2.txt,45,4777,True,-0.018233472631728476,0.018233472631728476,0.9162640422237265
2,Ob2.txt,46,4834,True,0.08413335644017184,0.08413335644017184,0.9405812438920979
2,Ob2.txt,47,4827,True,-0.060874990509038496,0.060874990509038496,0.9475429263037506
2,Ob2.txt,48,4777,True,-0.014700531885770363,0.014700531885770363,0.935978686114123
2,Ob2.txt,49,4699,True,0.035976963557565134,0.035976963557565134,0.9527986874745672
2,Ob2.txt,50,4816,True,-0.0750696613335416,0.0750696613335416,0.9399032421970425
2,Ob2.txt,51,4774,True,-0.021733079213325502,0.021733079213325502,0.9496560243830787
2,Ob2.txt,52,4752,True,-0.07355974302761192,0.07355974302761192,0.9319994816820076
2,Ob2.txt,53,4812,True,-0.05642537164477465,0.05642537164477465,0.9388094043595665
2,Ob2.txt,54,4793,True,-0.03422020487949784,0.03422020487949784,0.9351107930408848
2,Ob2.txt,55,4740,True,0.024893774522790582,0.024893774522790582,0.941739708203031
2,Ob2.txt,56,4811,True,0.032238552132973886,0.032238552132973886,0.9117555990048201
2,Ob2.txt,57,4729,True,-0.04811701530097623,0.04811701530097623,0.9362840129163321
2,Ob2.txt,58,4812,True,0.0253530865152836,0.0253530865152836,0.9278749520416929
2,Ob2.txt,59,4830,True,0.0647162073883083,0.0647162073883083,0.9454597666088738
2,Ob2.txt,60,4792,True,-0.0583878804496146,0.0583878804496146,0.9464167795170992
2,Ob2.txt,61,4805,True,0.029754001549126302,0.029754001549126302,0.9526588121639383
2,Ob2.txt,62,4811,True,-0.07954729620009915,0.07954729620009915,0.9419913629066624
2,Ob2.txt,63,4789,True,-0.0028927639030473795,0.0028927639030473795,0.9309074425469038
2,Ob2.txt,64,4827,True,0.07958154973992049,0.07958154973992049,0.9534477293558943
2,Ob2.txt,65,4742,True,-0.03246446984919822,0.03246446984919822,0.9272876580607885
2,Ob2.txt,66,4828,True,0.04584882032952553,0.04584882032952553,0.9541898908932047
2,Ob2.txt,67,4764,True,-0.06960560056617339,0.06960560056617339,0.9523479000957101
2,Ob2.txt,68,4720,True,0.016502102411341785,0.016502102411341785,0.9284473938526434
2,Ob2.txt,69,4809,True,0.041414339004041345,0.041414339004041345,0.9454389966386905
2,Ob2.txt,70,4743,True,-0.06888835492695405,0.06888835492695405,0.9311891193792621
2,Ob2.txt,71,4807,True,-0.039159512335639635,0.039159512335639635,0.9688372978728795
2,Ob2.txt,72,4792,True,-0.047410450548389826,0.047410450548389826,0.923222664586058
2,Ob2.txt,73,4856,True,0.056694667969460946,0.056694667969460946,0.9337897244785736
2,Ob2.txt,74,4794,True,-0.11244055897933554,0.11244055897933554,0.9611357924423095
2,Ob2.txt,75,4804,True,-0.024413530635767566,0.024413530635767566,0.9601461903104411
2,Ob2.txt,76,4767,True,0.00512222243312932,0.00512222243312932,0.9426721243242051
2,Ob2.txt,77,4793,True,0.10283422367817396,0.10283422367817396,0.9475429263037506
2,Ob2.txt,78,4763,True,-0.0675954303291809,0.0675954303291809,0.9397136615583008
2,Ob2.txt,79,4786,True,-0.010629721874968967,0.010629721874968967,0.9569438972597735
2,Ob2.txt,80,4728,True,0.0011258159950464086,0.0011258159950464086,0.9460004231740078
2,Ob2.txt,81,4769,True,0.019308351642362,0.019308351642362,0.9378619238033448
2,Ob2.txt,82,4750,True,-0.020858162978305173,0.020858162978305173,0.9385810183348468
2,Ob2.txt,83,4812,True,-0.011945872768757693,0.011945872768757693,0.9455194461475315
2,Ob2.txt,84,4783,True,-0.049914410775035334,0.049914410775035334,0.9336966458131204
2,Ob2.txt,85,4846,True,-0.09681456011734865,0.09681456011734865,0.9419192285824647
2,Ob2.txt,86,4806,True,0.03861672322650139,0.03861672322650139,0.9388981531202798
2,Ob2.txt,87,4844,True,-0.03871341471968465,0.03871341471968465,0.9277127567414429
2,Ob2.txt,88,4835,True,0.056088336057289405,0.056088336057289405,0.9417856812756755
2,Ob2.txt,89,4804,True,-0.08988855814557482,0.08988855814557482,0.9419158319552521
2,Ob2.txt,90,4773,True,-0.02614065759386719,0.02614065759386719,0.9273304073854769
2,Ob2.txt,91,4808,True,0.022747575508825113,0.022747575508825113,0.9424552572816685
2,Ob2.txt,92,4746,True,-0.005052787146028137,0.005052787146028137,0.9410625911736586
2,Ob2.txt,93,4755,True,-0.017002489792318498,0.017002489792318498,0.9472783472646397
2,Ob2.txt,94,4800,True,-0.030876446134939256,0.030876446134939256,0.9511724106440204
2,Ob2.txt,95,4782,True,-0.04705017033983483,0.04705017033983483,0.9513946483703548
2,Ob2.txt,96,4778,True,-0.028101351135399105,0.028101351135399105,0.9398912758017581
2,Ob2.txt,97,4818,True,0.0487141844871542,0.0487141844871542,0.9693294496246074
2,Ob2.txt,98,4778,True,-0.01420040514608173,0.01420040514608173,0.9403131543030314
2,Ob2.txt,99,4778,True,0.012339131617731758,0.012339131617731758,0.9528087870454249
3,Ob3.txt,0,5600,True,0.013321193073526694,0.013321193073526694,0.9758417696239376
3,Ob3.txt,1,5517,True,0.02955615875241746,0.02955615875241746,0.9560468825878002
3,Ob3.txt,2,5536,True,0.010697606822169692,0.010697606822169692,0.9485791610943308
3,Ob3.txt,3,5585,True,0.04113216121676855,0.04113216121676855,0.9761017670749625
3,Ob3.txt,4,5574,True,0.10902575461349082,0.10902575461349082,0.9574007972267247
3,Ob3.txt,5,5657,True,-0.0711421546992217,0.0711421546992217,0.9521077347055309
3,Ob3.txt,6,5598,True,0.020418686236333472,0.020418686236333472,0.9461817706410014
3,Ob3.txt,7,5526,True,0.042040112990203764,0.042040112990203764,0.9716450257032143
3,Ob3.txt,8,5569,True,0.05128196358980763,0.05128196358980763,0.9798928936943647
3,Ob3.txt,9,5572,True,0.012976881843740268,0.012976881843740268,0.9519171521040858
3,Ob3.txt,10,5585,True,0.15808430824831454,0.15808430824831454,0.9377385989242197
3,Ob3.txt,11,5604,True,0.044308867059799584,0.044308867059799584,0.950728924503827
3,Ob3.txt,12,5634,True,0.041563560955616204,0.041563560955616204,0.9447955177950027
3,Ob3.txt,13,5619,True,-0.05304280571220721,0.05304280571220721,0.9821737456125125
3,Ob3.txt,14,5573,True,0.040987515342630704,0.040987515342630704,0.9633840702708389
3,Ob3.txt,15,5527,True,-0.0967679822955082,0.0967679822955082,0.9532149947184095
3,Ob3.txt,16,5589,True,0.04437608582156655,0.04437608582156655,0.9605007638549796
3,Ob3.txt,17,5627,True,0.006931938080642519,0.006931938080642519,0.9521027075207127
3,Ob3.txt,18,5581,True,-0.10483345741514331,0.10483345741514331,0.9492558355207456
3,Ob3.txt,19,5593,True,0.00913416265286493,0.00913416265286493,0.9410206629916547
3,Ob3.txt,20,5600,True,-0.11577732641058003,0.11577732641058003,0.9638304352823102
3,Ob3.txt,21,5607,True,-0.11889383714761337,0.11889383714761337,0.9662391873562612
3,Ob3.txt,22,5569,True,0.07426927102520853,0.07426927102520853,0.9385948003569917
3,Ob3.txt,23,5619,True,0.05459961231913901,0.05459961231913901,0.9837928045573325
3,Ob3.txt,24,5592,True,-0.08850500435594374,0.08850500435594374,0.9529990851791759
3,Ob3.txt,25,5540,True,-0.012561968310718277,0.012561968310718277,0.9534672097301342
3,Ob3.txt,26,5560,True,0.056768341245028955,0.056768341245028955,0.9538055280073547
3,Ob3.txt,27,5630,True,-0.013743306176011855,0.013743306176011855,0.9567419092293423
3,Ob3.txt,28,5564,True,-0.04642243854762751,0.04642243854762751,0.9367704125555102
3,Ob3.txt,29,5624,True,0.06846164539531216,0.06846164539531216,0.9756789591971173
3,Ob3.txt,30,5595,True,-0.0059488992567146015,0.0059488992567146015,0.9628375623098495
3,Ob3.txt,31,5607,True,-0.06645594058186466,0.06645594058186466,0.9521027075207127
3,Ob3.txt,32,5608,True,-0.025910211572392178,0.025910211572392178,0.9603550082623317
3,Ob3.txt,33,5552,True,0.03299073844385765,0.03299073844385765,0.9441881095828136
3,Ob3.txt,34,5528,True,-0.015929473282130735,0.015929473282130735,0.9715205719647422
3,Ob3.txt,35,5562,True,0.01004362915313503,0.01004362915313503,0.9339659543879539
3,Ob3.txt,36,5566,True,-0.05889643510482362,0.05889643510482362,0.951573624552053
3,Ob3.txt,37,5575,True,0.0325695263879071,0.0325695263879071,0.9666112003479357
3,Ob3.txt,38,5540,True,-0.06873668054087007,0.06873668054087007,0.9512855273800664
3,Ob3.txt,39,5585,True,0.09127755604270671,0.09127755604270671,0.9368634250719552
3,Ob3.txt,40,5570,True,-0.016272269253698735,0.016272269253698735,0.9617646156712083
3,Ob3.txt,41,5640,True,-0.03834097031733802,0.03834097031733802,0.9567644066567589
3,Ob3.txt,42,5587,True,-0.06764894811528618,0.06764894811528618,0.9545997658028341
3,Ob3.txt,43,5558,True,-0.025280947567480533,0.025280947567480533,0.963335379910722
3,Ob3.txt,44,5582,True,-0.002888547655565038,0.002888547655565038,0.9564514985833461
3,Ob3.txt,45,5568,True,0.06106833801427139,0.06106833801427139,0.9727930316082871
3,Ob3.txt,46,5594,True,0.004298787523591863,0.004298787523591863,0.9568889115747533
3,Ob3.txt,47,5615,True,0.04927942630551918,0.04927942630551918,0.9660408118656907
3,Ob3.txt,48,5528,True,0.02297480478514527,0.02297480478514527,0.9572374311602337
3,Ob3.txt,49,5551,True,0.021605996970345487,0.021605996970345487,0.9460103973399072
3,Ob3.txt,50,5567,True,0.12347366586443828,0.12347366586443828,0.9645083806720464
3,Ob3.txt,51,5598,True,-0.04055573167656651,0.04055573167656651,0.942248183031784
3,Ob3.txt,52,5566,True,0.12492827940889288,0.12492827940889288,0.9716558102253261
3,Ob3.txt,53,5608,True,0.12447317668653916,0.12447317668653916,0.9630509456367262
3,Ob3.txt,54,5617,True,0.042884715035051174,0.042884715035051174,0.9651141542189045
3,Ob3.txt,55,5585,True,-0.0436159710598325,0.0436159710598325,0.9473524920321155
3,Ob3.txt,56,5617,True,-0.022933695763016182,0.022933695763016182,0.9531480004516932
3,Ob3.txt,57,5619,True,0.1629321693479363,0.1629321693479363,0.9445700502990375
3,Ob3.txt,58,5600,True,0.06918764303903852,0.06918764303903852,0.9554222519452615
3,Ob3.txt,59,5569,True,-0.03431157521192918,0.03431157521192918,0.9497056313295587
3,Ob3.txt,60,5582,True,0.061393466978644756,0.061393466978644756,0.979981473322199
3,Ob3.txt,61,5600,True,-0.07124815512436883,0.07124815512436883,0.9629583343227853
3,Ob3.txt,62,5549,True,-0.14049759823935903,0.14049759823935903,0.9445700502990375
3,Ob3.txt,63,5583,True,0.04157285704302632,0.04157285704302632,0.9497195598558249
3,Ob3.txt,64,5506,True,-0.014793017302780282,0.014793017302780282,0.9511505875714995
3,Ob3.txt,65,5583,True,0.0009598866992287028,0.0009598866992287028,0.9350698637789634
3,Ob3.txt,66,5632,True,0.022085647003102754,0.022085647003102754,0.9530177323177251
3,Ob3.txt,67,5629,True,0.019561811751593217,0.019561811751593217,0.978684506382115
3,Ob3.txt,68,5601,True,-0.010798052787666795,0.010798052787666795,0.946760482326768
3,Ob3.txt,69,5560,True,-0.11312134797810669,0.11312134797810669,0.983868315544991
3,Ob3.txt,70,5582,True,0.1337563515501131,0.1337563515501131,0.9493811217015427
3,Ob3.txt,71,5563,True,-0.07700075532828943,0.07700075532828943,0.9557552599303778
3,Ob3.txt,72,5574,True,0.07298965091465304,0.07298965091465304,0.9682875982225163
3,Ob3.txt,73,5587,True,0.00787616981265149,0.00787616981265149,0.9533685648932454
3,Ob3.txt,74,5584,True,0.09499857261099687,0.09499857261099687,0.9509981930013991
3,Ob3.txt,75,5592,True,-0.11207063981721543,0.11207063981721543,0.9711660779486504
3,Ob3.txt,76,5600,True,0.002201896380603585,0.002201896380603585,0.9535587034637081
3,Ob3.txt,77,5628,True,0.014740933057355854,0.014740933057355854,0.9601799211936897
3,Ob3.txt,78,5546,True,-0.005839310045090307,0.005839310045090307,0.9638304352823102
3,Ob3.txt,79,5546,True,-0.0939152987382221,0.0939152987382221,0.9535806144521914
3,Ob3.txt,80,5517,True,0.06953696783466212,0.06953696783466212,0.9633641605071065
3,Ob3.txt,81,5575,True,0.07062114108387296,0.07062114108387296,0.9728589905949491
3,Ob3.txt,82,5597,True,0.011611539845471086,0.011611539845471086,0.9388157798178332
3,Ob3.txt,83,5580,True,0.027715892398870262,0.027715892398870262,0.9464202323195318
3,Ob3.txt,84,5573,True,-0.006045237783676494,0.006045237783676494,0.9582897266959906
3,Ob3.txt,85,5570,True,0.1119034861584039,0.1119034861584039,0.9501199885332395
3,Ob3.txt,86,5605,True,0.03426704164816252,0.03426704164816252,0.9628552362268654
3,Ob3.txt,87,5551,True,0.018760294831760116,0.018760294831760116,0.9411713352088842
3,Ob3.txt,88,5615,True,-0.035582131255513794,0.035582131255513794,0.9660408118656907
3,Ob3.txt,89,5535,True,-0.07457257838311349,0.07457257838311349,0.9445700502990375
3,Ob3.txt,90,5567,True,-0.010073150398603792,0.010073150398603792,0.9483378630899706
3,Ob3.txt,91,5601,True,0.021275560721073727,0.021275560721073727,0.9337933948870089
3,Ob3.txt,92,5603,True,0.05975341739294515,0.05975341739294515,0.9662391873562612
3,Ob3.txt,93,5605,True,-0.047362356023605195,0.047362356023605195,0.9492674070324397
3,Ob3.txt,94,5527,True,-0.03154173418729722,0.03154173418729722,0.9674464557186014
3,Ob3.txt,95,5581,True,-0.06548071191963249,0.06548071191963249,0.950715470963255
3,Ob3.txt,96,5570,True,0.045784012363857846,0.045784012363857846,0.9643528929025823
3,Ob3.txt,97,5546,True,-0.05766802072376759,0.05766802072376759,0.9513119799776016
3,Ob3.txt,98,5589,True,-0.14787735175602051,0.14787735175602051,0.946760482326768
3,Ob3.txt,99,5511,True,0.11506607733630352,0.11506607733630352,0.970530883495684
4,Ob4.txt,0,5318,True,-0.08603243352245775,0.08603243352245775,0.9184360284926046
4,Ob4.txt,1,5287,True,0.05939137941781936,0.05939137941781936,0.9092461630981
4,Ob4.txt,2,5307,True,0.007938118420891316,0.007938118420891316,0.894989057235168
4,Ob4.txt,3,5240,True,-0.018481226422959462,0.018481226422959462,0.9102503906364905
4,Ob4.txt,4,5192,True,-0.08214796723019674,0.08214796723019674,0.9170710362998982
4,Ob4.txt,5,5302,True,-0.012391768259100745,0.012391768259100745,0.9073925056978378
4,Ob4.txt,6,5269,True,-0.10193139690213279,0.10193139690213279,0.8964216266797711
4,Ob4.txt,7,5285,True,0.0418876518607435,0.0418876518607435,0.905576087501302
4,Ob4.txt,8,5259,True,0.010160433466746083,0.010160433466746083,0.8921011870718841
4,Ob4.txt,9,5340,True,0.05619722353593451,0.05619722353593451,0.9257683508834378
4,Ob4.txt,10,5327,True,-0.035362454572753,0.035362454572753,0.9141259756531643
